"Web Search Interest: ""smoking""",,
Canada; 2004 - present,,
,,
Interest over time,,
Week,smoking,
2005-06-05 - 2005-06-11,41,
2005-06-12 - 2005-06-18,39,
2005-06-19 - 2005-06-25,29,
2005-06-26 - 2005-07-02,27,
2005-07-03 - 2005-07-09,26,
2005-07-10 - 2005-07-16,26,
2005-07-17 - 2005-07-23,21,
2005-07-24 - 2005-07-30,25,
2005-07-31 - 2005-08-06,25,
2005-08-07 - 2005-08-13,37,
2005-08-14 - 2005-08-20,28,
2005-08-21 - 2005-08-27,29,
2005-08-28 - 2005-09-03,28,
2005-09-04 - 2005-09-10,27,
2005-09-11 - 2005-09-17,30,
2005-09-18 - 2005-09-24,33,
2005-09-25 - 2005-10-01,36,
2005-10-02 - 2005-10-08,34,
2005-10-09 - 2005-10-15,39,
2005-10-16 - 2005-10-22,33,
2005-10-23 - 2005-10-29,33,
2005-10-30 - 2005-11-05,38,
2005-11-06 - 2005-11-12,44,
2005-11-13 - 2005-11-19,41,
2005-11-20 - 2005-11-26,42,
2005-11-27 - 2005-12-03,44,
2005-12-04 - 2005-12-10,42,
2005-12-11 - 2005-12-17,34,
2005-12-18 - 2005-12-24,33,
2005-12-25 - 2005-12-31,27,
2006-01-01 - 2006-01-07,41,
2006-01-08 - 2006-01-14,60,
2006-01-15 - 2006-01-21,52,
2006-01-22 - 2006-01-28,53,
2006-01-29 - 2006-02-04,48,
2006-02-05 - 2006-02-11,41,
2006-02-12 - 2006-02-18,41,
2006-02-19 - 2006-02-25,44,
2006-02-26 - 2006-03-04,43,
2006-03-05 - 2006-03-11,44,
2006-03-12 - 2006-03-18,39,
2006-03-19 - 2006-03-25,47,
2006-03-26 - 2006-04-01,44,
2006-04-02 - 2006-04-08,43,
2006-04-09 - 2006-04-15,46,
2006-04-16 - 2006-04-22,39,
2006-04-23 - 2006-04-29,46,
2006-04-30 - 2006-05-06,43,
2006-05-07 - 2006-05-13,42,
2006-05-14 - 2006-05-20,46,
2006-05-21 - 2006-05-27,42,
2006-05-28 - 2006-06-03,72,
2006-06-04 - 2006-06-10,47,
2006-06-11 - 2006-06-17,39,
2006-06-18 - 2006-06-24,32,
2006-06-25 - 2006-07-01,25,
2006-07-02 - 2006-07-08,25,
2006-07-09 - 2006-07-15,29,
2006-07-16 - 2006-07-22,26,
2006-07-23 - 2006-07-29,26,
2006-07-30 - 2006-08-05,28,
2006-08-06 - 2006-08-12,23,
2006-08-13 - 2006-08-19,22,
2006-08-20 - 2006-08-26,25,
2006-08-27 - 2006-09-02,24,
2006-09-03 - 2006-09-09,25,
2006-09-10 - 2006-09-16,30,
2006-09-17 - 2006-09-23,32,
2006-09-24 - 2006-09-30,33,
2006-10-01 - 2006-10-07,31,
2006-10-08 - 2006-10-14,31,
2006-10-15 - 2006-10-21,36,
2006-10-22 - 2006-10-28,37,
2006-10-29 - 2006-11-04,36,
2006-11-05 - 2006-11-11,37,
2006-11-12 - 2006-11-18,39,
2006-11-19 - 2006-11-25,43,
2006-11-26 - 2006-12-02,35,
2006-12-03 - 2006-12-09,36,
2006-12-10 - 2006-12-16,34,
2006-12-17 - 2006-12-23,31,
2006-12-24 - 2006-12-30,27,
2006-12-31 - 2007-01-06,47,
2007-01-07 - 2007-01-13,51,
2007-01-14 - 2007-01-20,46,
2007-01-21 - 2007-01-27,50,
2007-01-28 - 2007-02-03,44,
2007-02-04 - 2007-02-10,40,
2007-02-11 - 2007-02-17,34,
2007-02-18 - 2007-02-24,43,
2007-02-25 - 2007-03-03,40,
2007-03-04 - 2007-03-10,43,
2007-03-11 - 2007-03-17,35,
2007-03-18 - 2007-03-24,37,
2007-03-25 - 2007-03-31,35,
2007-04-01 - 2007-04-07,32,
2007-04-08 - 2007-04-14,36,
2007-04-15 - 2007-04-21,35,
2007-04-22 - 2007-04-28,32,
2007-04-29 - 2007-05-05,33,
2007-05-06 - 2007-05-12,31,
2007-05-13 - 2007-05-19,33,
2007-05-20 - 2007-05-26,28,
2007-05-27 - 2007-06-02,33,
2007-06-03 - 2007-06-09,34,
2007-06-10 - 2007-06-16,29,
2007-06-17 - 2007-06-23,26,
2007-06-24 - 2007-06-30,22,
2007-07-01 - 2007-07-07,23,
2007-07-08 - 2007-07-14,25,
2007-07-15 - 2007-07-21,24,
2007-07-22 - 2007-07-28,25,
2007-07-29 - 2007-08-04,27,
2007-08-05 - 2007-08-11,23,
2007-08-12 - 2007-08-18,22,
2007-08-19 - 2007-08-25,25,
2007-08-26 - 2007-09-01,24,
2007-09-02 - 2007-09-08,24,
2007-09-09 - 2007-09-15,28,
2007-09-16 - 2007-09-22,30,
2007-09-23 - 2007-09-29,32,
2007-09-30 - 2007-10-06,29,
2007-10-07 - 2007-10-13,29,
2007-10-14 - 2007-10-20,32,
2007-10-21 - 2007-10-27,30,
2007-10-28 - 2007-11-03,34,
2007-11-04 - 2007-11-10,32,
2007-11-11 - 2007-11-17,31,
2007-11-18 - 2007-11-24,34,
2007-11-25 - 2007-12-01,36,
2007-12-02 - 2007-12-08,32,
2007-12-09 - 2007-12-15,29,
2007-12-16 - 2007-12-22,29,
2007-12-23 - 2007-12-29,22,
2007-12-30 - 2008-01-05,40,
2008-01-06 - 2008-01-12,44,
2008-01-13 - 2008-01-19,40,
2008-01-20 - 2008-01-26,48,
2008-01-27 - 2008-02-02,38,
2008-02-03 - 2008-02-09,38,
2008-02-10 - 2008-02-16,36,
2008-02-17 - 2008-02-23,35,
2008-02-24 - 2008-03-01,39,
2008-03-02 - 2008-03-08,37,
2008-03-09 - 2008-03-15,37,
2008-03-16 - 2008-03-22,35,
2008-03-23 - 2008-03-29,37,
2008-03-30 - 2008-04-05,44,
2008-04-06 - 2008-04-12,37,
2008-04-13 - 2008-04-19,36,
2008-04-20 - 2008-04-26,35,
2008-04-27 - 2008-05-03,31,
2008-05-04 - 2008-05-10,37,
2008-05-11 - 2008-05-17,34,
2008-05-18 - 2008-05-24,32,
2008-05-25 - 2008-05-31,34,
2008-06-01 - 2008-06-07,31,
2008-06-08 - 2008-06-14,29,
2008-06-15 - 2008-06-21,29,
2008-06-22 - 2008-06-28,26,
2008-06-29 - 2008-07-05,23,
2008-07-06 - 2008-07-12,25,
2008-07-13 - 2008-07-19,26,
2008-07-20 - 2008-07-26,24,
2008-07-27 - 2008-08-02,24,
2008-08-03 - 2008-08-09,23,
2008-08-10 - 2008-08-16,22,
2008-08-17 - 2008-08-23,23,
2008-08-24 - 2008-08-30,23,
2008-08-31 - 2008-09-06,25,
2008-09-07 - 2008-09-13,26,
2008-09-14 - 2008-09-20,25,
2008-09-21 - 2008-09-27,27,
2008-09-28 - 2008-10-04,28,
2008-10-05 - 2008-10-11,28,
2008-10-12 - 2008-10-18,29,
2008-10-19 - 2008-10-25,33,
2008-10-26 - 2008-11-01,31,
2008-11-02 - 2008-11-08,31,
2008-11-09 - 2008-11-15,31,
2008-11-16 - 2008-11-22,33,
2008-11-23 - 2008-11-29,33,
2008-11-30 - 2008-12-06,28,
2008-12-07 - 2008-12-13,26,
2008-12-14 - 2008-12-20,30,
2008-12-21 - 2008-12-27,21,
2008-12-28 - 2009-01-03,31,
2009-01-04 - 2009-01-10,41,
2009-01-11 - 2009-01-17,38,
2009-01-18 - 2009-01-24,37,
2009-01-25 - 2009-01-31,34,
2009-02-01 - 2009-02-07,58,
2009-02-08 - 2009-02-14,37,
2009-02-15 - 2009-02-21,34,
2009-02-22 - 2009-02-28,39,
2009-03-01 - 2009-03-07,36,
2009-03-08 - 2009-03-14,36,
2009-03-15 - 2009-03-21,34,
2009-03-22 - 2009-03-28,33,
2009-03-29 - 2009-04-04,36,
2009-04-05 - 2009-04-11,32,
2009-04-12 - 2009-04-18,33,
2009-04-19 - 2009-04-25,35,
2009-04-26 - 2009-05-02,34,
2009-05-03 - 2009-05-09,31,
2009-05-10 - 2009-05-16,30,
2009-05-17 - 2009-05-23,31,
2009-05-24 - 2009-05-30,31,
2009-05-31 - 2009-06-06,30,
2009-06-07 - 2009-06-13,29,
2009-06-14 - 2009-06-20,28,
2009-06-21 - 2009-06-27,26,
2009-06-28 - 2009-07-04,25,
2009-07-05 - 2009-07-11,26,
2009-07-12 - 2009-07-18,28,
2009-07-19 - 2009-07-25,25,
2009-07-26 - 2009-08-01,25,
2009-08-02 - 2009-08-08,25,
2009-08-09 - 2009-08-15,23,
2009-08-16 - 2009-08-22,27,
2009-08-23 - 2009-08-29,25,
2009-08-30 - 2009-09-05,25,
2009-09-06 - 2009-09-12,29,
2009-09-13 - 2009-09-19,29,
2009-09-20 - 2009-09-26,32,
2009-09-27 - 2009-10-03,28,
2009-10-04 - 2009-10-10,30,
2009-10-11 - 2009-10-17,30,
2009-10-18 - 2009-10-24,32,
2009-10-25 - 2009-10-31,30,
2009-11-01 - 2009-11-07,32,
2009-11-08 - 2009-11-14,30,
2009-11-15 - 2009-11-21,32,
2009-11-22 - 2009-11-28,33,
2009-11-29 - 2009-12-05,33,
2009-12-06 - 2009-12-12,28,
2009-12-13 - 2009-12-19,28,
2009-12-20 - 2009-12-26,23,
2009-12-27 - 2010-01-02,27,
2010-01-03 - 2010-01-09,37,
2010-01-10 - 2010-01-16,36,
2010-01-17 - 2010-01-23,35,
2010-01-24 - 2010-01-30,31,
2010-01-31 - 2010-02-06,34,
2010-02-07 - 2010-02-13,31,
2010-02-14 - 2010-02-20,28,
2010-02-21 - 2010-02-27,33,
2010-02-28 - 2010-03-06,34,
2010-03-07 - 2010-03-13,33,
2010-03-14 - 2010-03-20,30,
2010-03-21 - 2010-03-27,34,
2010-03-28 - 2010-04-03,33,
2010-04-04 - 2010-04-10,31,
2010-04-11 - 2010-04-17,32,
2010-04-18 - 2010-04-24,33,
2010-04-25 - 2010-05-01,30,
2010-05-02 - 2010-05-08,30,
2010-05-09 - 2010-05-15,28,
2010-05-16 - 2010-05-22,29,
2010-05-23 - 2010-05-29,49,
2010-05-30 - 2010-06-05,44,
2010-06-06 - 2010-06-12,33,
2010-06-13 - 2010-06-19,32,
2010-06-20 - 2010-06-26,28,
2010-06-27 - 2010-07-03,27,
2010-07-04 - 2010-07-10,30,
2010-07-11 - 2010-07-17,28,
2010-07-18 - 2010-07-24,29,
2010-07-25 - 2010-07-31,35,
2010-08-01 - 2010-08-07,46,
2010-08-08 - 2010-08-14,29,
2010-08-15 - 2010-08-21,28,
2010-08-22 - 2010-08-28,26,
2010-08-29 - 2010-09-04,31,
2010-09-05 - 2010-09-11,31,
2010-09-12 - 2010-09-18,31,
2010-09-19 - 2010-09-25,33,
2010-09-26 - 2010-10-02,30,
2010-10-03 - 2010-10-09,34,
2010-10-10 - 2010-10-16,32,
2010-10-17 - 2010-10-23,32,
2010-10-24 - 2010-10-30,32,
2010-10-31 - 2010-11-06,33,
2010-11-07 - 2010-11-13,34,
2010-11-14 - 2010-11-20,34,
2010-11-21 - 2010-11-27,28,
2010-11-28 - 2010-12-04,31,
2010-12-05 - 2010-12-11,38,
2010-12-12 - 2010-12-18,43,
2010-12-19 - 2010-12-25,28,
2010-12-26 - 2011-01-01,32,
2011-01-02 - 2011-01-08,39,
2011-01-09 - 2011-01-15,34,
2011-01-16 - 2011-01-22,36,
2011-01-23 - 2011-01-29,33,
2011-01-30 - 2011-02-05,32,
2011-02-06 - 2011-02-12,32,
2011-02-13 - 2011-02-19,30,
2011-02-20 - 2011-02-26,32,
2011-02-27 - 2011-03-05,34,
2011-03-06 - 2011-03-12,31,
2011-03-13 - 2011-03-19,30,
2011-03-20 - 2011-03-26,31,
2011-03-27 - 2011-04-02,31,
2011-04-03 - 2011-04-09,31,
2011-04-10 - 2011-04-16,31,
2011-04-17 - 2011-04-23,31,
2011-04-24 - 2011-04-30,28,
2011-05-01 - 2011-05-07,28,
2011-05-08 - 2011-05-14,30,
2011-05-15 - 2011-05-21,27,
2011-05-22 - 2011-05-28,28,
2011-05-29 - 2011-06-04,30,
2011-06-05 - 2011-06-11,27,
2011-06-12 - 2011-06-18,29,
2011-06-19 - 2011-06-25,26,
2011-06-26 - 2011-07-02,24,
2011-07-03 - 2011-07-09,26,
2011-07-10 - 2011-07-16,27,
2011-07-17 - 2011-07-23,25,
2011-07-24 - 2011-07-30,28,
2011-07-31 - 2011-08-06,28,
2011-08-07 - 2011-08-13,30,
2011-08-14 - 2011-08-20,26,
2011-08-21 - 2011-08-27,27,
2011-08-28 - 2011-09-03,25,
2011-09-04 - 2011-09-10,26,
2011-09-11 - 2011-09-17,27,
2011-09-18 - 2011-09-24,29,
2011-09-25 - 2011-10-01,31,
2011-10-02 - 2011-10-08,31,
2011-10-09 - 2011-10-15,31,
2011-10-16 - 2011-10-22,30,
2011-10-23 - 2011-10-29,30,
2011-10-30 - 2011-11-05,32,
2011-11-06 - 2011-11-12,32,
2011-11-13 - 2011-11-19,33,
2011-11-20 - 2011-11-26,30,
2011-11-27 - 2011-12-03,30,
2011-12-04 - 2011-12-10,30,
2011-12-11 - 2011-12-17,28,
2011-12-18 - 2011-12-24,24,
2011-12-25 - 2011-12-31,25,
2012-01-01 - 2012-01-07,34,
2012-01-08 - 2012-01-14,35,
2012-01-15 - 2012-01-21,35,
2012-01-22 - 2012-01-28,33,
2012-01-29 - 2012-02-04,33,
2012-02-05 - 2012-02-11,33,
2012-02-12 - 2012-02-18,30,
2012-02-19 - 2012-02-25,35,
2012-02-26 - 2012-03-03,32,
2012-03-04 - 2012-03-10,32,
2012-03-11 - 2012-03-17,31,
2012-03-18 - 2012-03-24,33,
2012-03-25 - 2012-03-31,34,
2012-04-01 - 2012-04-07,33,
2012-04-08 - 2012-04-14,36,
2012-04-15 - 2012-04-21,35,
2012-04-22 - 2012-04-28,33,
2012-04-29 - 2012-05-05,34,
2012-05-06 - 2012-05-12,32,
2012-05-13 - 2012-05-19,31,
2012-05-20 - 2012-05-26,30,
2012-05-27 - 2012-06-02,33,
2012-06-03 - 2012-06-09,34,
2012-06-10 - 2012-06-16,31,
2012-06-17 - 2012-06-23,28,
2012-06-24 - 2012-06-30,28,
2012-07-01 - 2012-07-07,27,
2012-07-08 - 2012-07-14,30,
2012-07-15 - 2012-07-21,28,
2012-07-22 - 2012-07-28,28,
2012-07-29 - 2012-08-04,28,
2012-08-05 - 2012-08-11,26,
2012-08-12 - 2012-08-18,31,
2012-08-19 - 2012-08-25,31,
2012-08-26 - 2012-09-01,32,
2012-09-02 - 2012-09-08,28,
2012-09-09 - 2012-09-15,30,
2012-09-16 - 2012-09-22,31,
2012-09-23 - 2012-09-29,32,
2012-09-30 - 2012-10-06,31,
2012-10-07 - 2012-10-13,31,
2012-10-14 - 2012-10-20,30,
2012-10-21 - 2012-10-27,32,
2012-10-28 - 2012-11-03,29,
2012-11-04 - 2012-11-10,30,
2012-11-11 - 2012-11-17,30,
2012-11-18 - 2012-11-24,31,
2012-11-25 - 2012-12-01,30,
2012-12-02 - 2012-12-08,30,
2012-12-09 - 2012-12-15,29,
2012-12-16 - 2012-12-22,26,
2012-12-23 - 2012-12-29,24,
2012-12-30 - 2013-01-05,39,
2013-01-06 - 2013-01-12,100,
2013-01-13 - 2013-01-19,38,
2013-01-20 - 2013-01-26,36,
2013-01-27 - 2013-02-02,33,
2013-02-03 - 2013-02-09,38,
2013-02-10 - 2013-02-16,32,
2013-02-17 - 2013-02-23,33,
2013-02-24 - 2013-03-02, ,
,,
Interest over time,,
Week,Health,smoking
2004-01-04 - 2004-01-10,0%,0%
2004-01-11 - 2004-01-17,1%,14%
2004-01-18 - 2004-01-24,0%,24%
2004-01-25 - 2004-01-31,-4%,0%
2004-02-01 - 2004-02-07,0%,-8%
2004-02-08 - 2004-02-14,5%,-2%
2004-02-15 - 2004-02-21,2%,-17%
2004-02-22 - 2004-02-28,4%,-2%
2004-02-29 - 2004-03-06,5%,12%
2004-03-07 - 2004-03-13,0%,-15%
2004-03-14 - 2004-03-20,4%,-27%
2004-03-21 - 2004-03-27,1%,0%
2004-03-28 - 2004-04-03,5%,-15%
2004-04-04 - 2004-04-10,0%,-12%
2004-04-11 - 2004-04-17,-1%,-22%
2004-04-18 - 2004-04-24,0%,-17%
2004-04-25 - 2004-05-01,1%,-7%
2004-05-02 - 2004-05-08,-1%,-2%
2004-05-09 - 2004-05-15,-2%,-20%
2004-05-16 - 2004-05-22,-2%,-12%
2004-05-23 - 2004-05-29,-5%,-19%
2004-05-30 - 2004-06-05,-2%,3%
2004-06-06 - 2004-06-12,-4%,-24%
2004-06-13 - 2004-06-19,-7%,-39%
2004-06-20 - 2004-06-26,-7%,-56%
2004-06-27 - 2004-07-03,-16%,-49%
2004-07-04 - 2004-07-10,-9%,-42%
2004-07-11 - 2004-07-17,-6%,-51%
2004-07-18 - 2004-07-24,-6%,-58%
2004-07-25 - 2004-07-31,-9%,-54%
2004-08-01 - 2004-08-07,-9%,-47%
2004-08-08 - 2004-08-14,-9%,-54%
2004-08-15 - 2004-08-21,-11%,-46%
2004-08-22 - 2004-08-28,-9%,-54%
2004-08-29 - 2004-09-04,-10%,-61%
2004-09-05 - 2004-09-11,-9%,-59%
2004-09-12 - 2004-09-18,-4%,-42%
2004-09-19 - 2004-09-25,-1%,-49%
2004-09-26 - 2004-10-02,-1%,-42%
2004-10-03 - 2004-10-09,-1%,-27%
2004-10-10 - 2004-10-16,-2%,-24%
2004-10-17 - 2004-10-23,1%,-19%
2004-10-24 - 2004-10-30,4%,-24%
2004-10-31 - 2004-11-06,2%,-29%
2004-11-07 - 2004-11-13,-2%,-27%
2004-11-14 - 2004-11-20,10%,-7%
2004-11-21 - 2004-11-27,4%,-15%
2004-11-28 - 2004-12-04,7%,-20%
2004-12-05 - 2004-12-11,-2%,-17%
2004-12-12 - 2004-12-18,-4%,-8%
2004-12-19 - 2004-12-25,-20%,-47%
2004-12-26 - 2005-01-01,-23%,-32%
2005-01-02 - 2005-01-08,1%,15%
2005-01-09 - 2005-01-15,2%,7%
2005-01-16 - 2005-01-22,-1%,8%
2005-01-23 - 2005-01-29,2%,17%
2005-01-30 - 2005-02-05,2%,-3%
2005-02-06 - 2005-02-12,2%,-8%
2005-02-13 - 2005-02-19,-1%,-3%
2005-02-20 - 2005-02-26,1%,2%
2005-02-27 - 2005-03-05,5%,12%
2005-03-06 - 2005-03-12,2%,2%
2005-03-13 - 2005-03-19,-1%,-17%
2005-03-20 - 2005-03-26,-2%,-15%
2005-03-27 - 2005-04-02,-5%,-19%
2005-04-03 - 2005-04-09,0%,-7%
2005-04-10 - 2005-04-16,4%,-14%
2005-04-17 - 2005-04-23,2%,-5%
2005-04-24 - 2005-04-30,2%,-10%
2005-05-01 - 2005-05-07,0%,-15%
2005-05-08 - 2005-05-14,1%,-20%
2005-05-15 - 2005-05-21,0%,-22%
2005-05-22 - 2005-05-28,-5%,-19%
2005-05-29 - 2005-06-04,-1%,-14%
2005-06-05 - 2005-06-11,-2%,-31%
2005-06-12 - 2005-06-18,-6%,-34%
2005-06-19 - 2005-06-25,-9%,-51%
2005-06-26 - 2005-07-02,-11%,-54%
2005-07-03 - 2005-07-09,-11%,-56%
2005-07-10 - 2005-07-16,-11%,-56%
2005-07-17 - 2005-07-23,-10%,-64%
2005-07-24 - 2005-07-30,-15%,-58%
2005-07-31 - 2005-08-06,-15%,-58%
2005-08-07 - 2005-08-13,-11%,-37%
2005-08-14 - 2005-08-20,-15%,-53%
2005-08-21 - 2005-08-27,-10%,-51%
2005-08-28 - 2005-09-03,-15%,-53%
2005-09-04 - 2005-09-10,-14%,-54%
2005-09-11 - 2005-09-17,-9%,-49%
2005-09-18 - 2005-09-24,-6%,-44%
2005-09-25 - 2005-10-01,-4%,-39%
2005-10-02 - 2005-10-08,-4%,-42%
2005-10-09 - 2005-10-15,-2%,-34%
2005-10-16 - 2005-10-22,0%,-44%
2005-10-23 - 2005-10-29,0%,-44%
2005-10-30 - 2005-11-05,1%,-36%
2005-11-06 - 2005-11-12,-4%,-25%
2005-11-13 - 2005-11-19,0%,-31%
2005-11-20 - 2005-11-26,-1%,-29%
2005-11-27 - 2005-12-03,-2%,-25%
2005-12-04 - 2005-12-10,-5%,-29%
2005-12-11 - 2005-12-17,-11%,-42%
2005-12-18 - 2005-12-24,-19%,-44%
2005-12-25 - 2005-12-31,-31%,-54%
2006-01-01 - 2006-01-07,-15%,-31%
2006-01-08 - 2006-01-14,-4%,2%
2006-01-15 - 2006-01-21,-1%,-12%
2006-01-22 - 2006-01-28,-4%,-10%
2006-01-29 - 2006-02-04,-5%,-19%
2006-02-05 - 2006-02-11,-2%,-31%
2006-02-12 - 2006-02-18,-2%,-31%
2006-02-19 - 2006-02-25,-2%,-25%
2006-02-26 - 2006-03-04,1%,-27%
2006-03-05 - 2006-03-11,0%,-25%
2006-03-12 - 2006-03-18,-2%,-34%
2006-03-19 - 2006-03-25,4%,-20%
2006-03-26 - 2006-04-01,1%,-25%
2006-04-02 - 2006-04-08,2%,-27%
2006-04-09 - 2006-04-15,-6%,-22%
2006-04-16 - 2006-04-22,-6%,-34%
2006-04-23 - 2006-04-29,-1%,-22%
2006-04-30 - 2006-05-06,-4%,-27%
2006-05-07 - 2006-05-13,-5%,-29%
2006-05-14 - 2006-05-20,-10%,-22%
2006-05-21 - 2006-05-27,-10%,-29%
2006-05-28 - 2006-06-03,-6%,22%
2006-06-04 - 2006-06-10,-9%,-20%
2006-06-11 - 2006-06-17,-9%,-34%
2006-06-18 - 2006-06-24,-15%,-46%
2006-06-25 - 2006-07-01,-15%,-58%
2006-07-02 - 2006-07-08,-16%,-58%
2006-07-09 - 2006-07-15,-12%,-51%
2006-07-16 - 2006-07-22,-15%,-56%
2006-07-23 - 2006-07-29,-14%,-56%
2006-07-30 - 2006-08-05,-15%,-53%
2006-08-06 - 2006-08-12,-17%,-61%
2006-08-13 - 2006-08-19,-12%,-63%
2006-08-20 - 2006-08-26,-14%,-58%
2006-08-27 - 2006-09-02,-17%,-59%
2006-09-03 - 2006-09-09,-14%,-58%
2006-09-10 - 2006-09-16,-11%,-49%
2006-09-17 - 2006-09-23,-6%,-46%
2006-09-24 - 2006-09-30,-6%,-44%
2006-10-01 - 2006-10-07,-5%,-47%
2006-10-08 - 2006-10-14,-5%,-47%
2006-10-15 - 2006-10-21,-1%,-39%
2006-10-22 - 2006-10-28,1%,-37%
2006-10-29 - 2006-11-04,-2%,-39%
2006-11-05 - 2006-11-11,2%,-37%
2006-11-12 - 2006-11-18,-1%,-34%
2006-11-19 - 2006-11-25,-2%,-27%
2006-11-26 - 2006-12-02,-5%,-41%
2006-12-03 - 2006-12-09,-5%,-39%
2006-12-10 - 2006-12-16,-9%,-42%
2006-12-17 - 2006-12-23,-17%,-47%
2006-12-24 - 2006-12-30,-32%,-54%
2006-12-31 - 2007-01-06,-16%,-20%
2007-01-07 - 2007-01-13,-2%,-14%
2007-01-14 - 2007-01-20,-5%,-22%
2007-01-21 - 2007-01-27,-4%,-15%
2007-01-28 - 2007-02-03,-2%,-25%
2007-02-04 - 2007-02-10,-1%,-32%
2007-02-11 - 2007-02-17,-7%,-42%
2007-02-18 - 2007-02-24,-2%,-27%
2007-02-25 - 2007-03-03,-5%,-32%
2007-03-04 - 2007-03-10,-5%,-27%
2007-03-11 - 2007-03-17,-5%,-41%
2007-03-18 - 2007-03-24,-4%,-37%
2007-03-25 - 2007-03-31,-5%,-41%
2007-04-01 - 2007-04-07,-9%,-46%
2007-04-08 - 2007-04-14,-4%,-39%
2007-04-15 - 2007-04-21,-1%,-41%
2007-04-22 - 2007-04-28,-7%,-46%
2007-04-29 - 2007-05-05,-7%,-44%
2007-05-06 - 2007-05-12,-7%,-47%
2007-05-13 - 2007-05-19,-10%,-44%
2007-05-20 - 2007-05-26,-11%,-53%
2007-05-27 - 2007-06-02,-7%,-44%
2007-06-03 - 2007-06-09,-7%,-42%
2007-06-10 - 2007-06-16,-10%,-51%
2007-06-17 - 2007-06-23,-11%,-56%
2007-06-24 - 2007-06-30,-17%,-63%
2007-07-01 - 2007-07-07,-19%,-61%
2007-07-08 - 2007-07-14,-12%,-58%
2007-07-15 - 2007-07-21,-14%,-59%
2007-07-22 - 2007-07-28,-15%,-58%
2007-07-29 - 2007-08-04,-17%,-54%
2007-08-05 - 2007-08-11,-20%,-61%
2007-08-12 - 2007-08-18,-17%,-63%
2007-08-19 - 2007-08-25,-19%,-58%
2007-08-26 - 2007-09-01,-19%,-59%
2007-09-02 - 2007-09-08,-17%,-59%
2007-09-09 - 2007-09-15,-10%,-53%
2007-09-16 - 2007-09-22,-7%,-49%
2007-09-23 - 2007-09-29,-7%,-46%
2007-09-30 - 2007-10-06,-10%,-51%
2007-10-07 - 2007-10-13,-12%,-51%
2007-10-14 - 2007-10-20,-5%,-46%
2007-10-21 - 2007-10-27,-6%,-49%
2007-10-28 - 2007-11-03,-5%,-42%
2007-11-04 - 2007-11-10,-2%,-46%
2007-11-11 - 2007-11-17,-4%,-47%
