"Web Search Interest: ""smoking""",,
New Zealand; 2004 - present,,
,,
Interest over time,,
Week,smoking,
2008-01-06 - 2008-01-12,-9%,-48%
2008-01-13 - 2008-01-19,-8%,-33%
2008-01-20 - 2008-01-26,-11%,-35%
2008-01-27 - 2008-02-02,-12%,-39%
2008-02-03 - 2008-02-09,-12%,-50%
2008-02-10 - 2008-02-16,-12%,-41%
2008-02-17 - 2008-02-23,-9%,-26%
2008-02-24 - 2008-03-01,-8%,-24%
2008-03-02 - 2008-03-08,-7%,-20%
2008-03-09 - 2008-03-15,-4%,-4%
2008-03-16 - 2008-03-22,-9%,-24%
2008-03-23 - 2008-03-29,-7%,-17%
2008-03-30 - 2008-04-05,-3%,7%
2008-04-06 - 2008-04-12,-1%,11%
2008-04-13 - 2008-04-19,-4%,-35%
2008-04-20 - 2008-04-26,-7%,-52%
2008-04-27 - 2008-05-03,-4%,-26%
2008-05-04 - 2008-05-10,-3%,24%
2008-05-11 - 2008-05-17,0%,4%
2008-05-18 - 2008-05-24,0%,0%
2008-05-25 - 2008-05-31,-3%,7%
2008-06-01 - 2008-06-07,-5%,17%
2008-06-08 - 2008-06-14,-3%,11%
2008-06-15 - 2008-06-21,-7%,4%
2008-06-22 - 2008-06-28,-8%,15%
2008-06-29 - 2008-07-05,-12%,-17%
2008-07-06 - 2008-07-12,-13%,-57%
2008-07-13 - 2008-07-19,-11%,-11%
2008-07-20 - 2008-07-26,-7%,-4%
2008-07-27 - 2008-08-02,-11%,-2%
2008-08-03 - 2008-08-09,-4%,7%
2008-08-10 - 2008-08-16,-5%,2%
2008-08-17 - 2008-08-23,-7%,2%
2008-08-24 - 2008-08-30,-4%,-15%
2008-08-31 - 2008-09-06,-1%,9%
2008-09-07 - 2008-09-13,1%,9%
2008-09-14 - 2008-09-20,-1%,2%
2008-09-21 - 2008-09-27,1%,-9%
2008-09-28 - 2008-10-04,-4%,-41%
2008-10-05 - 2008-10-11,-7%,-28%
2008-10-12 - 2008-10-18,-4%,-26%
2008-10-19 - 2008-10-25,-4%,-22%
2008-10-26 - 2008-11-01,-4%,-7%
2008-11-02 - 2008-11-08,-11%,-20%
2008-11-09 - 2008-11-15,-7%,-9%
2008-11-16 - 2008-11-22,-8%,-37%
2008-11-23 - 2008-11-29,-12%,-26%
2008-11-30 - 2008-12-06,-12%,-52%
2008-12-07 - 2008-12-13,-15%,-46%
2008-12-14 - 2008-12-20,-17%,-61%
2008-12-21 - 2008-12-27,-25%,-54%
2008-12-28 - 2009-01-03,-20%,-15%
2009-01-04 - 2009-01-10,-15%,-2%
2009-01-11 - 2009-01-17,-11%,-46%
2009-01-18 - 2009-01-24,-11%,-57%
2009-01-25 - 2009-01-31,-12%,-33%
2009-02-01 - 2009-02-07,-12%,-41%
2009-02-08 - 2009-02-14,-9%,-50%
2009-02-15 - 2009-02-21,-7%,-50%
2009-02-22 - 2009-02-28,-7%,-43%
2009-03-01 - 2009-03-07,-9%,-39%
2009-03-08 - 2009-03-14,-7%,-13%
2009-03-15 - 2009-03-21,-3%,-30%
2009-03-22 - 2009-03-28,-4%,-26%
2009-03-29 - 2009-04-04,-3%,-22%
2009-04-05 - 2009-04-11,-8%,-30%
2009-04-12 - 2009-04-18,-12%,-28%
2009-04-19 - 2009-04-25,-5%,-37%
2009-04-26 - 2009-05-02,8%,-24%
2009-05-03 - 2009-05-09,-1%,-9%
2009-05-10 - 2009-05-16,-4%,7%
2009-05-17 - 2009-05-23,-8%,-15%
2009-05-24 - 2009-05-30,-5%,-15%
2009-05-31 - 2009-06-06,-5%,2%
2009-06-07 - 2009-06-13,3%,4%
2009-06-14 - 2009-06-20,7%,0%
2009-06-21 - 2009-06-27,-5%,-11%
2009-06-28 - 2009-07-04,-7%,-22%
2009-07-05 - 2009-07-11,-3%,-48%
2009-07-12 - 2009-07-18,-7%,-50%
2009-07-19 - 2009-07-25,-1%,-30%
2009-07-26 - 2009-08-01,-5%,-20%
2009-08-02 - 2009-08-08,-1%,-20%
2009-08-09 - 2009-08-15,1%,-24%
2009-08-16 - 2009-08-22,0%,-7%
2009-08-23 - 2009-08-29,-4%,-17%
2009-08-30 - 2009-09-05,-4%,-30%
2009-09-06 - 2009-09-12,-3%,-24%
2009-09-13 - 2009-09-19,-1%,-15%
2009-09-20 - 2009-09-26,-1%,-13%
2009-09-27 - 2009-10-03,-4%,-37%
2009-10-04 - 2009-10-10,-3%,-9%
2009-10-11 - 2009-10-17,-1%,7%
2009-10-18 - 2009-10-24,0%,7%
2009-10-25 - 2009-10-31,-1%,-2%
2009-11-01 - 2009-11-07,-5%,2%
2009-11-08 - 2009-11-14,-7%,-13%
2009-11-15 - 2009-11-21,-8%,-13%
2009-11-22 - 2009-11-28,-7%,-41%
2009-11-29 - 2009-12-05,-12%,-33%
2009-12-06 - 2009-12-12,-8%,-41%
2009-12-13 - 2009-12-19,-13%,-54%
2009-12-20 - 2009-12-26,-19%,-54%
2009-12-27 - 2010-01-02,-16%,-48%
2010-01-03 - 2010-01-09,-8%,-13%
2010-01-10 - 2010-01-16,-8%,-26%
2010-01-17 - 2010-01-23,-7%,-37%
2010-01-24 - 2010-01-30,-7%,-33%
2010-01-31 - 2010-02-06,-7%,-54%
2010-02-07 - 2010-02-13,-7%,-24%
2010-02-14 - 2010-02-20,-8%,-26%
2010-02-21 - 2010-02-27,-3%,-11%
2010-02-28 - 2010-03-06,-8%,-37%
2010-03-07 - 2010-03-13,-1%,-13%
2010-03-14 - 2010-03-20,-1%,-11%
2010-03-21 - 2010-03-27,1%,-2%
2010-03-28 - 2010-04-03,-4%,13%
2010-04-04 - 2010-04-10,-4%,-17%
2010-04-11 - 2010-04-17,0%,-30%
2010-04-18 - 2010-04-24,0%,-15%
2010-04-25 - 2010-05-01,0%,15%
2010-05-02 - 2010-05-08,0%,13%
2010-05-09 - 2010-05-15,5%,-7%
2010-05-16 - 2010-05-22,1%,15%
2010-05-23 - 2010-05-29,5%,89%
2010-05-30 - 2010-06-05,0%,15%
2010-06-06 - 2010-06-12,3%,26%
2010-06-13 - 2010-06-19,-3%,-13%
2010-06-20 - 2010-06-26,-4%,-7%
2010-06-27 - 2010-07-03,-4%,-4%
2010-07-04 - 2010-07-10,-5%,-17%
2010-07-11 - 2010-07-17,-4%,-30%
2010-07-18 - 2010-07-24,-3%,-26%
2010-07-25 - 2010-07-31,1%,-15%
2010-08-01 - 2010-08-07,0%,20%
2010-08-08 - 2010-08-14,4%,-2%
2010-08-15 - 2010-08-21,1%,-13%
2010-08-22 - 2010-08-28,1%,-7%
2010-08-29 - 2010-09-04,0%,2%
2010-09-05 - 2010-09-11,-5%,11%
2010-09-12 - 2010-09-18,0%,-11%
2010-09-19 - 2010-09-25,-4%,-15%
2010-09-26 - 2010-10-02,-4%,-43%
2010-10-03 - 2010-10-09,-1%,-17%
2010-10-10 - 2010-10-16,0%,-17%
2010-10-17 - 2010-10-23,0%,-13%
2010-10-24 - 2010-10-30,-1%,0%
2010-10-31 - 2010-11-06,-1%,13%
2010-11-07 - 2010-11-13,-5%,-4%
2010-11-14 - 2010-11-20,-7%,-26%
2010-11-21 - 2010-11-27,-8%,-35%
2010-11-28 - 2010-12-04,-7%,-28%
2010-12-05 - 2010-12-11,-7%,-22%
2010-12-12 - 2010-12-18,-9%,0%
2010-12-19 - 2010-12-25,-17%,-52%
2010-12-26 - 2011-01-01,-17%,-33%
2011-01-02 - 2011-01-08,-16%,-17%
2011-01-09 - 2011-01-15,-16%,-46%
2011-01-16 - 2011-01-22,-15%,-24%
2011-01-23 - 2011-01-29,-13%,-30%
2011-01-30 - 2011-02-05,-15%,-43%
2011-02-06 - 2011-02-12,-11%,-33%
2011-02-13 - 2011-02-19,-9%,-33%
2011-02-20 - 2011-02-26,-19%,-35%
2011-02-27 - 2011-03-05,-15%,-50%
2011-03-06 - 2011-03-12,-15%,-17%
2011-03-13 - 2011-03-19,-8%,-30%
2011-03-20 - 2011-03-26,-9%,-22%
2011-03-27 - 2011-04-02,-7%,-37%
2011-04-03 - 2011-04-09,-9%,-15%
2011-04-10 - 2011-04-16,-11%,-33%
2011-04-17 - 2011-04-23,-13%,-50%
2011-04-24 - 2011-04-30,-13%,-41%
2011-05-01 - 2011-05-07,-11%,-30%
2011-05-08 - 2011-05-14,-8%,-11%
2011-05-15 - 2011-05-21,-7%,-9%
2011-05-22 - 2011-05-28,-9%,-13%
2011-05-29 - 2011-06-04,-5%,0%
2011-06-05 - 2011-06-11,-7%,-24%
2011-06-12 - 2011-06-18,-11%,-11%
2011-06-19 - 2011-06-25,-11%,-28%
2011-06-26 - 2011-07-02,-11%,-15%
2011-07-03 - 2011-07-09,-13%,-7%
2011-07-10 - 2011-07-16,-13%,-33%
2011-07-17 - 2011-07-23,-9%,-41%
2011-07-24 - 2011-07-30,-11%,-39%
2011-07-31 - 2011-08-06,-8%,-24%
2011-08-07 - 2011-08-13,-12%,-28%
2011-08-14 - 2011-08-20,-16%,-26%
2011-08-21 - 2011-08-27,-9%,-26%
2011-08-28 - 2011-09-03,-8%,-24%
2011-09-04 - 2011-09-10,-8%,-30%
2011-09-11 - 2011-09-17,-9%,-39%
2011-09-18 - 2011-09-24,-7%,-30%
2011-09-25 - 2011-10-01,-7%,-22%
2011-10-02 - 2011-10-08,-7%,-33%
2011-10-09 - 2011-10-15,-11%,-41%
2011-10-16 - 2011-10-22,-9%,-50%
2011-10-23 - 2011-10-29,-8%,-35%
2011-10-30 - 2011-11-05,-9%,-28%
2011-11-06 - 2011-11-12,-9%,-33%
2011-11-13 - 2011-11-19,-11%,-37%
2011-11-20 - 2011-11-26,-13%,-46%
2011-11-27 - 2011-12-03,-13%,-59%
2011-12-04 - 2011-12-10,-15%,-54%
2011-12-11 - 2011-12-17,-17%,-43%
2011-12-18 - 2011-12-24,-21%,-41%
2011-12-25 - 2011-12-31,-24%,-54%
2012-01-01 - 2012-01-07,-15%,-28%
2012-01-08 - 2012-01-14,-12%,-37%
2012-01-15 - 2012-01-21,-8%,-46%
2012-01-22 - 2012-01-28,-11%,-41%
2012-01-29 - 2012-02-04,-12%,-43%
2012-02-05 - 2012-02-11,-11%,-43%
2012-02-12 - 2012-02-18,-12%,-39%
2012-02-19 - 2012-02-25,-12%,-39%
2012-02-26 - 2012-03-03,-12%,-30%
2012-03-04 - 2012-03-10,-8%,-43%
2012-03-11 - 2012-03-17,-5%,-37%
2012-03-18 - 2012-03-24,-5%,-24%
2012-03-25 - 2012-03-31,-5%,-41%
2012-04-01 - 2012-04-07,-9%,-33%
2012-04-08 - 2012-04-14,-11%,-39%
2012-04-15 - 2012-04-21,-9%,-35%
2012-04-22 - 2012-04-28,-8%,-30%
2012-04-29 - 2012-05-05,-4%,-35%
2012-05-06 - 2012-05-12,-1%,-22%
2012-05-13 - 2012-05-19,-5%,-13%
2012-05-20 - 2012-05-26,-5%,-17%
2012-05-27 - 2012-06-02,-4%,-17%
2012-06-03 - 2012-06-09,-8%,-41%
2012-06-10 - 2012-06-16,-4%,-30%
2012-06-17 - 2012-06-23,-7%,-22%
2012-06-24 - 2012-06-30,-9%,-26%
2012-07-01 - 2012-07-07,-13%,-46%
2012-07-08 - 2012-07-14,-11%,-43%
2012-07-15 - 2012-07-21,-7%,-22%
2012-07-22 - 2012-07-28,-8%,-17%
2012-07-29 - 2012-08-04,-9%,-28%
2012-08-05 - 2012-08-11,-9%,-30%
2012-08-12 - 2012-08-18,-4%,-13%
2012-08-19 - 2012-08-25,-4%,-20%
2012-08-26 - 2012-09-01,-3%,-17%
2012-09-02 - 2012-09-08,-5%,-20%
2012-09-09 - 2012-09-15,0%,-43%
2012-09-16 - 2012-09-22,-3%,-24%
2012-09-23 - 2012-09-29,-5%,-22%
2012-09-30 - 2012-10-06,-8%,-41%
2012-10-07 - 2012-10-13,-5%,-50%
2012-10-14 - 2012-10-20,-3%,-35%
2012-10-21 - 2012-10-27,-8%,-37%
2012-10-28 - 2012-11-03,-8%,-46%
2012-11-04 - 2012-11-10,-9%,-46%
2012-11-11 - 2012-11-17,-11%,-48%
2012-11-18 - 2012-11-24,-9%,-48%
2012-11-25 - 2012-12-01,-12%,-50%
2012-12-02 - 2012-12-08,-13%,-43%
2012-12-09 - 2012-12-15,-13%,-57%
2012-12-16 - 2012-12-22,-19%,-63%
2012-12-23 - 2012-12-29,-28%,-61%
2012-12-30 - 2013-01-05,-17%,-13%
2013-01-06 - 2013-01-12,-8%,98%
2013-01-13 - 2013-01-19,-12%,-30%
2013-01-20 - 2013-01-26,-9%,-50%
2013-01-27 - 2013-02-02,-11%,-50%
2013-02-03 - 2013-02-09,-9%,-43%
2013-02-10 - 2013-02-16,-9%,-41%
2013-02-17 - 2013-02-23,-9%,-39%
2013-02-24 - 2013-03-02, , 
,,
,,
"Top subregions for ""smoking""",,
Subregion,smoking,
Northland,100,
Hawke's Bay,99,
Nelson,98,
Southland,94,
Otago,93,
Bay of Plenty,84,
Manawatu-Wanganui,81,
Taranaki,80,
Auckland,78,
Waikato,73,
Wellington,63,
Canterbury,61,
Gisborne,0,
Marlborough,0,
Tasman,0,
West Coast,0,
,,
,,
"Top cities for ""smoking""",,
City,smoking,
Nelson,100,
Dunedin,98,
Tauranga,94,
Auckland,93,
Palmerston North,80,
New Plymouth,77,
Hamilton,75,
Wellington,70,
Christchurch,66,
,,
,,
,,
"Top searches for ""smoking""",,
quit smoking,100,
smoking nz,70,
stop smoking,65,
smoking weed,50,
weed,50,
smoking effects,40,
smoking new zealand,40,
smoke,35,
smoking cessation,30,
smoking facts,25,
effects of smoking,25,
quitting smoking,25,
smoking in nz,20,
smoking cancer,20,
cigarette smoking,20,
marijuana,15,
smoking cigarettes,15,
quit smoking nz,15,
smoking statistics,15,
smoking marijuana,15,
cigarettes,15,
tobacco,15,
anti smoking,10,
quitline smoking,10,
quitline,10,
giving up smoking,10,
give up smoking,10,
justin bieber smoking,10,
nicotine,10,
smoking laws,10,
smoking is bad,10,
smoking causes,10,
stopping smoking,10,
smoking kills,10,
smoking ban,10,
lung cancer,5,
champix,5,
smoking pictures,5,
smoking law,5,
smoking diseases,5,
no smoking,5,
stop smoking nz,5,
smokefree,5,
benefits of smoking,5,
alan carr smoking,5,
alan carr,5,
smoking age,5,
women smoking,5,
smoking statistics nz,5,
smoking cessation nz,5,
,,
,,
,,
"Rising searches for ""smoking""",,
quitting smoking,Breakout,
smoking cessation,Breakout,
smoking weed,Breakout,
weed,350%,
quit smoking,250%,
smoking effects,200%,
stop smoking,180%,
smoking nz,160%,
effects of smoking,120%,
smoking in nz,80%,
