Web Search Interest: "lung cancer"
New Zealand; 2004 - present

Interest over time
Week,"lung cancer"
2008-02-03 - 2008-02-09,-8%,-100%
2008-02-10 - 2008-02-16,-7%,-100%
2008-02-17 - 2008-02-23,-8%,-100%
2008-02-24 - 2008-03-01,-5%,-100%
2008-03-02 - 2008-03-08,-4%,-100%
2008-03-09 - 2008-03-15,-4%,-100%
2008-03-16 - 2008-03-22,-4%,-100%
2008-03-23 - 2008-03-29,-4%,-100%
2008-03-30 - 2008-04-05,+1%,-56%
2008-04-06 - 2008-04-12,+0%,-53%
2008-04-13 - 2008-04-19,-5%,-50%
2008-04-20 - 2008-04-26,-4%,-48%
2008-04-27 - 2008-05-03,-7%,-46%
2008-05-04 - 2008-05-10,+0%,-43%
2008-05-11 - 2008-05-17,+1%,-41%
2008-05-18 - 2008-05-24,+1%,-46%
2008-05-25 - 2008-05-31,-1%,-46%
2008-06-01 - 2008-06-07,-10%,-46%
2008-06-08 - 2008-06-14,+1%,-27%
2008-06-15 - 2008-06-21,-4%,-7%
2008-06-22 - 2008-06-28,-8%,-56%
2008-06-29 - 2008-07-05,-8%,-40%
2008-07-06 - 2008-07-12,-8%,-51%
2008-07-13 - 2008-07-19,-4%,-51%
2008-07-20 - 2008-07-26,-5%,-51%
2008-07-27 - 2008-08-02,-8%,-51%
2008-08-03 - 2008-08-09,-5%,-49%
2008-08-10 - 2008-08-16,-7%,-100%
2008-08-17 - 2008-08-23,-4%,-100%
2008-08-24 - 2008-08-30,-3%,-100%
2008-08-31 - 2008-09-06,+0%,-100%
2008-09-07 - 2008-09-13,+1%,-100%
2008-09-14 - 2008-09-20,+1%,-100%
2008-09-21 - 2008-09-27,-1%,-100%
2008-09-28 - 2008-10-04,-5%,-100%
2008-10-05 - 2008-10-11,-4%,-100%
2008-10-12 - 2008-10-18,-3%,-100%
2008-10-19 - 2008-10-25,-3%,-100%
2008-10-26 - 2008-11-01,-4%,-54%
2008-11-02 - 2008-11-08,-11%,-49%
2008-11-09 - 2008-11-15,-4%,-44%
2008-11-16 - 2008-11-22,-5%,-100%
2008-11-23 - 2008-11-29,-8%,-100%
2008-11-30 - 2008-12-06,-11%,-100%
2008-12-07 - 2008-12-13,-14%,-100%
2008-12-14 - 2008-12-20,-15%,-100%
2008-12-21 - 2008-12-27,-23%,-100%
2008-12-28 - 2009-01-03,-21%,-100%
2009-01-04 - 2009-01-10,-12%,-100%
2009-01-11 - 2009-01-17,-12%,-100%
2009-01-18 - 2009-01-24,-10%,-100%
2009-01-25 - 2009-01-31,-12%,-100%
2009-02-01 - 2009-02-07,-11%,-100%
2009-02-08 - 2009-02-14,-10%,-100%
2009-02-15 - 2009-02-21,-8%,-100%
2009-02-22 - 2009-02-28,-5%,-100%
2009-03-01 - 2009-03-07,-8%,-100%
2009-03-08 - 2009-03-14,-3%,-100%
2009-03-15 - 2009-03-21,+1%,-100%
2009-03-22 - 2009-03-28,-3%,-100%
2009-03-29 - 2009-04-04,-5%,-100%
2009-04-05 - 2009-04-11,-7%,-100%
2009-04-12 - 2009-04-18,-8%,-50%
2009-04-19 - 2009-04-25,-4%,-60%
2009-04-26 - 2009-05-02,+14%,-60%
2009-05-03 - 2009-05-09,+1%,-60%
2009-05-10 - 2009-05-16,-3%,-100%
2009-05-17 - 2009-05-23,-4%,-100%
2009-05-24 - 2009-05-30,-4%,-100%
2009-05-31 - 2009-06-06,-4%,-100%
2009-06-07 - 2009-06-13,+4%,-100%
2009-06-14 - 2009-06-20,+5%,-62%
2009-06-21 - 2009-06-27,-5%,-52%
2009-06-28 - 2009-07-04,-5%,-100%
2009-07-05 - 2009-07-11,-3%,-100%
2009-07-12 - 2009-07-18,-5%,-100%
2009-07-19 - 2009-07-25,+0%,-100%
2009-07-26 - 2009-08-01,-3%,-100%
2009-08-02 - 2009-08-08,+0%,-100%
2009-08-09 - 2009-08-15,+0%,-100%
2009-08-16 - 2009-08-22,-3%,-61%
2009-08-23 - 2009-08-29,-1%,-64%
2009-08-30 - 2009-09-05,-4%,-64%
2009-09-06 - 2009-09-12,+0%,-64%
2009-09-13 - 2009-09-19,+0%,-100%
2009-09-20 - 2009-09-26,-1%,-100%
2009-09-27 - 2009-10-03,+0%,-100%
2009-10-04 - 2009-10-10,+0%,-100%
2009-10-11 - 2009-10-17,+1%,-100%
2009-10-18 - 2009-10-24,+3%,-100%
2009-10-25 - 2009-10-31,+0%,-100%
2009-11-01 - 2009-11-07,-4%,-100%
2009-11-08 - 2009-11-14,-5%,-100%
2009-11-15 - 2009-11-21,-7%,-100%
2009-11-22 - 2009-11-28,-7%,-58%
2009-11-29 - 2009-12-05,-10%,-58%
2009-12-06 - 2009-12-12,-8%,-56%
2009-12-13 - 2009-12-19,-14%,-51%
2009-12-20 - 2009-12-26,-18%,-46%
2009-12-27 - 2010-01-02,-15%,-40%
2010-01-03 - 2010-01-09,-10%,-100%
2010-01-10 - 2010-01-16,-10%,-100%
2010-01-17 - 2010-01-23,-7%,-100%
2010-01-24 - 2010-01-30,-5%,-100%
2010-01-31 - 2010-02-06,-4%,-100%
2010-02-07 - 2010-02-13,-5%,-100%
2010-02-14 - 2010-02-20,-5%,-56%
2010-02-21 - 2010-02-27,-1%,-55%
2010-02-28 - 2010-03-06,-3%,-55%
2010-03-07 - 2010-03-13,-1%,-54%
2010-03-14 - 2010-03-20,+0%,-55%
2010-03-21 - 2010-03-27,+1%,-55%
2010-03-28 - 2010-04-03,-3%,-53%
2010-04-04 - 2010-04-10,-4%,-51%
2010-04-11 - 2010-04-17,+3%,-49%
2010-04-18 - 2010-04-24,+0%,-59%
2010-04-25 - 2010-05-01,+5%,-58%
2010-05-02 - 2010-05-08,+4%,-49%
2010-05-09 - 2010-05-15,+8%,-51%
2010-05-16 - 2010-05-22,+5%,-44%
2010-05-23 - 2010-05-29,+4%,-38%
2010-05-30 - 2010-06-05,+3%,-36%
2010-06-06 - 2010-06-12,+0%,-63%
2010-06-13 - 2010-06-19,+0%,-58%
2010-06-20 - 2010-06-26,-3%,-55%
2010-06-27 - 2010-07-03,-1%,-53%
2010-07-04 - 2010-07-10,-4%,-50%
2010-07-11 - 2010-07-17,-1%,-63%
2010-07-18 - 2010-07-24,-1%,-60%
2010-07-25 - 2010-07-31,+3%,-49%
2010-08-01 - 2010-08-07,+4%,-58%
2010-08-08 - 2010-08-14,+3%,-58%
2010-08-15 - 2010-08-21,+5%,-65%
2010-08-22 - 2010-08-28,+5%,-65%
2010-08-29 - 2010-09-04,+1%,-65%
2010-09-05 - 2010-09-11,-7%,-65%
2010-09-12 - 2010-09-18,+0%,-69%
2010-09-19 - 2010-09-25,-1%,-69%
2010-09-26 - 2010-10-02,+0%,-59%
2010-10-03 - 2010-10-09,+0%,-49%
2010-10-10 - 2010-10-16,+1%,-39%
2010-10-17 - 2010-10-23,+3%,-30%
2010-10-24 - 2010-10-30,+3%,-58%
2010-10-31 - 2010-11-06,+0%,-58%
2010-11-07 - 2010-11-13,-1%,-58%
2010-11-14 - 2010-11-20,-5%,-58%
2010-11-21 - 2010-11-27,-7%,-58%
2010-11-28 - 2010-12-04,-5%,-61%
2010-12-05 - 2010-12-11,-4%,-100%
2010-12-12 - 2010-12-18,-7%,-100%
2010-12-19 - 2010-12-25,-14%,-100%
2010-12-26 - 2011-01-01,-14%,-100%
2011-01-02 - 2011-01-08,-14%,-100%
2011-01-09 - 2011-01-15,-15%,-100%
2011-01-16 - 2011-01-22,-12%,-77%
2011-01-23 - 2011-01-29,-14%,-66%
2011-01-30 - 2011-02-05,-14%,-67%
2011-02-06 - 2011-02-12,-11%,-67%
2011-02-13 - 2011-02-19,-11%,-74%
2011-02-20 - 2011-02-26,-18%,-74%
2011-02-27 - 2011-03-05,-16%,-72%
2011-03-06 - 2011-03-12,-15%,-71%
2011-03-13 - 2011-03-19,-8%,-79%
2011-03-20 - 2011-03-26,-8%,-66%
2011-03-27 - 2011-04-02,-7%,-70%
2011-04-03 - 2011-04-09,-8%,-69%
2011-04-10 - 2011-04-16,-10%,-80%
2011-04-17 - 2011-04-23,-11%,-74%
2011-04-24 - 2011-04-30,-12%,-63%
2011-05-01 - 2011-05-07,-8%,-78%
2011-05-08 - 2011-05-14,-5%,-78%
2011-05-15 - 2011-05-21,-5%,-72%
2011-05-22 - 2011-05-28,-5%,-68%
2011-05-29 - 2011-06-04,-5%,-67%
2011-06-05 - 2011-06-11,-4%,-76%
2011-06-12 - 2011-06-18,-10%,-65%
2011-06-19 - 2011-06-25,-10%,-59%
2011-06-26 - 2011-07-02,-10%,-53%
2011-07-03 - 2011-07-09,-11%,-66%
2011-07-10 - 2011-07-16,-8%,-77%
2011-07-17 - 2011-07-23,-10%,-77%
2011-07-24 - 2011-07-30,-11%,-77%
2011-07-31 - 2011-08-06,-3%,-71%
2011-08-07 - 2011-08-13,-10%,-72%
2011-08-14 - 2011-08-20,-14%,-70%
2011-08-21 - 2011-08-27,-8%,-65%
2011-08-28 - 2011-09-03,-7%,-70%
2011-09-04 - 2011-09-10,-7%,-73%
2011-09-11 - 2011-09-17,-5%,-53%
2011-09-18 - 2011-09-24,-3%,-70%
2011-09-25 - 2011-10-01,-3%,-70%
2011-10-02 - 2011-10-08,-7%,-67%
2011-10-09 - 2011-10-15,-7%,-76%
2011-10-16 - 2011-10-22,-10%,-73%
2011-10-23 - 2011-10-29,-4%,-75%
2011-10-30 - 2011-11-05,-5%,-60%
2011-11-06 - 2011-11-12,-11%,-76%
2011-11-13 - 2011-11-19,-7%,-74%
2011-11-20 - 2011-11-26,-14%,-68%
2011-11-27 - 2011-12-03,-11%,-62%
2011-12-04 - 2011-12-10,-15%,-61%
2011-12-11 - 2011-12-17,-16%,-64%
2011-12-18 - 2011-12-24,-22%,-64%
2011-12-25 - 2011-12-31,-27%,-80%
2012-01-01 - 2012-01-07,-16%,-80%
2012-01-08 - 2012-01-14,-12%,-80%
2012-01-15 - 2012-01-21,-11%,-80%
2012-01-22 - 2012-01-28,-12%,-74%
2012-01-29 - 2012-02-04,-11%,-65%
2012-02-05 - 2012-02-11,-12%,-61%
2012-02-12 - 2012-02-18,-15%,-82%
2012-02-19 - 2012-02-25,-11%,-74%
2012-02-26 - 2012-03-03,-11%,-65%
2012-03-04 - 2012-03-10,-11%,-68%
2012-03-11 - 2012-03-17,-10%,-77%
2012-03-18 - 2012-03-24,-7%,-73%
2012-03-25 - 2012-03-31,-5%,-82%
2012-04-01 - 2012-04-07,-11%,-73%
2012-04-08 - 2012-04-14,-11%,-76%
2012-04-15 - 2012-04-21,-5%,-69%
2012-04-22 - 2012-04-28,-8%,-76%
2012-04-29 - 2012-05-05,-5%,-75%
2012-05-06 - 2012-05-12,-3%,-66%
2012-05-13 - 2012-05-19,-7%,-67%
2012-05-20 - 2012-05-26,-4%,-68%
2012-05-27 - 2012-06-02,-4%,-73%
2012-06-03 - 2012-06-09,-8%,-79%
2012-06-10 - 2012-06-16,-3%,-66%
2012-06-17 - 2012-06-23,-5%,-74%
2012-06-24 - 2012-06-30,-11%,-70%
2012-07-01 - 2012-07-07,-16%,-69%
2012-07-08 - 2012-07-14,-11%,-68%
2012-07-15 - 2012-07-21,-5%,-77%
2012-07-22 - 2012-07-28,-5%,-82%
2012-07-29 - 2012-08-04,-8%,-72%
2012-08-05 - 2012-08-11,-7%,-76%
2012-08-12 - 2012-08-18,-3%,-78%
2012-08-19 - 2012-08-25,-4%,-68%
2012-08-26 - 2012-09-01,-1%,-65%
2012-09-02 - 2012-09-08,-4%,-70%
2012-09-09 - 2012-09-15,-3%,-81%
2012-09-16 - 2012-09-22,-3%,-67%
2012-09-23 - 2012-09-29,-4%,-73%
2012-09-30 - 2012-10-06,-4%,-77%
2012-10-07 - 2012-10-13,-5%,-80%
2012-10-14 - 2012-10-20,-3%,-74%
2012-10-21 - 2012-10-27,-5%,-76%
2012-10-28 - 2012-11-03,-5%,-73%
2012-11-04 - 2012-11-10,-8%,-83%
2012-11-11 - 2012-11-17,-10%,-85%
2012-11-18 - 2012-11-24,-8%,-78%
2012-11-25 - 2012-12-01,-12%,-86%
2012-12-02 - 2012-12-08,-11%,-83%
2012-12-09 - 2012-12-15,-14%,-66%
2012-12-16 - 2012-12-22,-15%,-69%
2012-12-23 - 2012-12-29,-26%,-69%
2012-12-30 - 2013-01-05,-18%,-79%
2013-01-06 - 2013-01-12,-8%,-79%
2013-01-13 - 2013-01-19,-11%,-82%
2013-01-20 - 2013-01-26,-12%,-72%
2013-01-27 - 2013-02-02,-8%,-82%
2013-02-03 - 2013-02-09,-12%,-75%
2013-02-10 - 2013-02-16,-7%,-82%
2013-02-17 - 2013-02-23,-7%,-70%
2013-02-24 - 2013-03-02,-8%,-75%
2013-03-03 - 2013-03-09,-7%,-71%
2013-03-10 - 2013-03-16,-7%,-81%
2013-03-17 - 2013-03-23,-7%,-74%
2013-03-24 - 2013-03-30,-11%,-74%
2013-03-31 - 2013-04-06,-8%,-81%
2013-04-07 - 2013-04-13,-3%,-75%
2013-04-14 - 2013-04-20, , 
2013-04-21 - 2013-04-27, , 
2013-04-28 - 2013-05-04, , 


Top subregions for "lung cancer"
Subregion,"lung cancer"
Otago,100
Waikato,94
Auckland,68
Wellington,58
Canterbury,57
Bay of Plenty,0
Gisborne,0
Hawke's Bay,0
Marlborough,0
Manawatu-Wanganui,0
Nelson,0
Northland,0
Southland,0
Tasman,0
Taranaki,0
West Coast,0


Top cities for "lung cancer"
City,"lung cancer"
Hamilton,100
Auckland,87
Christchurch,68
Wellington,64



Top searches for "lung cancer"
symptoms lung cancer,100
symptoms of cancer,35
smoking lung cancer,30
lung cancer treatment,25
lungs,25
lung cancer survival,20
lung cancer prognosis,15



Rising searches for "lung cancer"
lung cancer prognosis,Breakout
lung cancer survival,Breakout
lung cancer treatment,Breakout
lungs,Breakout
smoking lung cancer,Breakout
symptoms lung cancer,Breakout
symptoms of cancer,Breakout



